MC-ID NO.,Street Name,Location,Village Name,Area,County
,Ely Circle,VOSO - Unit 117,DeLuna,13,Sumter
,Embrook Street,Sumter - Unit 178,Sanibel,9,Sumter
,Emerson Court,VOF - Unit 617 (Honeysuckle Villas),Fenney,12,Sumter
,Emiline Terrace,VOWL - Unit 65,Lake Denham,14,Lake
,Emilio Court,Sumter - Unit 600 (Villa Vera Cruz),Santo Domingo,2,Sumter
,Emma Place,VOSO - Unit 91 (Emma Villas),Hawkins,13,Sumter
,Emmalee Place,Sumter - Unit 669 (Emmalee Villas),Mallory Square,6,Sumter
,Emory Avenue,Sumter - Unit 207,Fernandina,9,Sumter
,Empire Avenue,Sumter - Unit 944 (Bokeelia Villas),Fernandina,9,Sumter
,Emporia Place,Sumter - Unit 948 (Lindsey Villas),Sanibel,9,Sumter
,Encino Lane,Lake - Unit 81 (Chula Vista Villas),Del Mar,LL,Lake
,Enconto Street,Sumter - Unit 692 (Villa San Antonio),De La Vista,1,Sumter
,Endicott Way,Sumter - Unit 136,Bonita,7,Sumter
,Endsley Court,Sumter - Unit 815 (Hallandale Villas),St. Charles,8,Sumter
,Engdahl Place,VOSO - Unit 28,Marsh Bend,12,Sumter
,Englewood Street,Sumter - Unit 41,Belle Aire,3,Sumter
,English Ivy Circle,Sumter - Unit 146,Duval,7,Sumter
,Enisgrove Way,Sumter - Unit 196,Charlotte,9,Sumter
,Enola Place,Sumter - Unit 712 (Kenya Villas),Bonita,7,Sumter
,Enright Place,Sumter - Unit 127,Amelia,6,Sumter
,Enrique Drive,Sumter - Unit 22,Santo Domingo,2,Sumter
,Enrique Drive,Sumter - Unit 25,Santo Domingo,2,Sumter
,Enrique Drive,Sumter - Unit 600 (Villa Vera Cruz),Santo Domingo,2,Sumter
,Enterprise Drive,Sumter - Unit 188 (Hyde Park),Charlotte,10,Sumter
,Eola Place,VOSO - Unit 90 (Alaura Villas),Hawkins,13,Sumter
,Erica Chambers Avenue,VOSO - Unit 215,Moultrie Creek,15,Sumter
,Erika Place,VOSO - Unit 95 (Boaz Villas),St. Johns,13,Sumter
,Errol Terrace,Sumter - Unit 710 (Margaux Villas),Hemingway,7,Sumter
,Esbenshade Way,VOSO - Unit 132 (DeLuna Verandas North),DeLuna,13,Sumter
,Esbenshade Way,VOSO - Unit 133,DeLuna,13,Sumter
,Escandon Place,Sumter - Unit 24,Alhambra,2,Sumter
,Escobar Avenue,Sumter - Unit 600 (Villa Vera Cruz),Santo Domingo,2,Sumter
,Espana Street,Sumter - Unit 16,Tierra Del Sol,1,Sumter
,Esparza Place,Sumter - Unit 25,Santo Domingo,2,Sumter
,Espinoza Lane,Sumter - Unit 600 (Villa Vera Cruz),Santo Domingo,2,Sumter
,Essex Court,Sumter - Unit 973 (Atwood Bungalows),Collier at Atwood Bungalows,9,Sumter
,Estafana Way,Sumter - Unit 17,Tierra Del Sol,1,Sumter
,Estes Run,VOSO - Unit 54,St. Catherine,13,Sumter
,Estevez Drive,Sumter - Unit 600 (Villa Vera Cruz),Santo Domingo,2,Sumter
,Esther Street,Governor Rick Scott Industrial Park,N/A,GRISP,Sumter
,Estill Avenue,Sumter - Unit 667 (Virginia Vine Villas),Virginia Trace,6,Sumter
,Estrada Place,Sumter - Unit 687 (Patio Villas),Rio Ponderosa,1,Sumter
,Estrella Lane,Sumter - Unit 27,Santiago,2,Sumter
,Ethanwood Avenue,Sumter - Unit 166,Pennecamp,8,Sumter
,Eubanks Lane,Sumter - Unit 198,Fernandina,9,Sumter
,Euclid Terrace,Sumter - Unit 210,Gilchrist,9,Sumter
,Eugene Terrace,VOWL - Unit 72,Lake Denham,14,Lake
,Eunice Street,VOWL - Unit 67 (Dylan Villas),Lake Denham,14,Lake
,Eureka Mill Run,Sumter - Unit 141,Bonita,7,Sumter
,Eury Road,VOSO - Unit 735 (Blake Villas),Monarch Grove,12,Sumter
,Eutawville Place,Sumter - Unit 139,Hemingway,7,Sumter
,Evander Avenue,Sumter - Unit 155,Tamarind Grove,8,Sumter
,Evans Prairie Trail,Sumter - Unit 222,Collier,10,Sumter
,Evans Prairie Trail,Sumter - Unit 223,Collier,10,Sumter
,Evans Way,Sumter - Unit 105,Bridgeport @ Lake Sumter,6,Sumter
,Evanside Lane,Sumter - Unit 947 (Lauren Villas),Charlotte,9,Sumter
,Evatt Place,VOF - Unit 623 (Cypress Villas),Fenney,12,Sumter
,Evelyn Drive,Sumter - Unit 35,Polo Ridge,3,Sumter
,Evelynton Loop,Sumter - Unit 80,Belvedere,5,Sumter
,Evelynton Loop,Sumter - Unit 88,Lynnhaven,5,Sumter
,Evelynton Loop,Sumter - Unit 89,Lynnhaven,5,Sumter
,Everett Place,Sumter - Unit 653 (Eagle Ridge Villas),Liberty Park,5,Sumter
,Everglades Lane,Magnolia Plaza,N/A,SC,Sumter
SE 84TH,Evergreen Court,Marion - Unit 218 (Greenbriar Villas),Briar Meadow,4,Marion
,Everton Avenue,VOSO - Unit 92 (Hawkins Cottages West),Hawkins,13,Sumter
,Everwood Court,Sumter - Unit 705 (Holly Hill Villas),Duval,7,Sumter
,Evesborough Path,Sumter - Unit 178,Sanibel,9,Sumter
,Evinston Court,Sumter - Unit 175,Sanibel,9,Sumter
,Ewing Avenue,Sumter - Unit 204,Dunedin,10,Sumter
SE 93RD,Exeter Court,Marion - Unit 50,Woodbury,4,Marion
,Fahs Loop,VOWL - Unit 50 (Gavanni Villas),Newell,14,Lake
,Fair Oak Terrace,Sumter - Unit 634 (Cottages At Summerchase),Belle Aire,3,Sumter
,Fairchild Lane,Lake - Unit 31,Pine Hills,11,Lake
,Fairfax Terrace,Sumter - Unit 98,Liberty Park,5,Sumter
,Fairfield Street,Sumter - Unit 39,Glenbrook,3,Sumter
,Fairhope Lane,Sumter - Unit 72,Bridgeport @ Lake Miona,5,Sumter
,Fairmount Court,Sumter - Unit 78,Belvedere,5,Sumter
,Fairview Lane,Sumter - Unit 813 (Fairhope Villas),St. James,8,Sumter
,Fairway Street,Sumter - Unit 706 (Sandhill Villas),Duval,7,Sumter
,Fairwinds Place,Sumter - Unit 814 (Fairwinds Villas),St. James,8,Sumter
,Faith Terrace,Sumter - Unit 813 (Fairhope Villas),St. James,8,Sumter
,Falk Place,VOSO - Unit 46,Bradford,13,Sumter
,Falling Tree Court,Sumter - Unit 177,Sanibel,9,Sumter
,Falls Avenue,Sumter - Unit 224,Pinellas,9,Sumter
,Far Hills Loop,VOWL - Unit 77 (Dabney Verandas West),Dabney,14,Lake
,Farmington Avenue,Sumter - Unit 75,Bonnybrook,5,Sumter
,Farner Place,Colony Plaza,N/A,SC,Sumter
,Farner Place,Colony Professional Plaza,N/A,SC,Sumter
,Farrar Lane,VOSO - Unit 718 (Keller Villas),McClure,12,Sumter
,Farrell Avenue,Sumter - Unit 973 (Atwood Bungalows),Collier at Atwood Bungalows,9,Sumter
,Fawnridge Court,Sumter - Unit 165,Pennecamp,8,Sumter
,Fay Court,VOWL - Unit 62 (Cooper Villas),Lake Denham,14,Lake
,Fayette Court,Sumter - Unit 80,Belvedere,5,Sumter
,Fechtel Avenue,VOWL - Unit 46 (Harper Villas),Newell,14,Lake
,Feliciana Terrace,Sumter - Unit 120,Sabal Chase,6,Sumter
,Feliu Run,Sumter - Unit 971 (Haciendas Of Mission Hills),Bridgeport @ Mission Hills,9,Sumter
,Fellowship Avenue,Sumter - Unit 233,Lake Deaton,10,Sumter
,Fenholloway Lane,Sumter - Unit 824 (Sawgrass Villas),St. James,8,Sumter
,Fenimore Lane,Sumter - Unit 91,Sunset Pointe,5,Sumter
,Fenney Way,District 12 Roadway,N/A,12,Sumter
,Fenney Way,Villages Of Sumter Throughway,N/A,12,Sumter
,Fenster Lane,Sumter - Unit 966 (Antrim Dells),Collier @ Antrim Dells,10,Sumter
,Fenwick Loop,Sumter - Unit 197,Sanibel,9,Sumter
,Fernandes Court,VOSO - Unit 732 (Preston Villas),Linden,12,Sumter
,Fernando Lane,Lake - Unit 82 (Hacienda Villas),Del Mar,LL,Lake
SE 178TH,Fernbrook Place,Marion - Unit 45,Piedmont,4,Marion
,Feulner Place,VOSO - Unit 730 (Tate Gregory Villas),DeLuna,12,Sumter
,Feustel Avenue,Sumter - Unit 972 (Clifford Villas),Sanibel,9,Sumter
,Fiddlewood Place,Sumter - Unit 809 (Boxwood Villas),Pennecamp,8,Sumter
,Fieldbrook Way,Sumter - Unit 206,Fernandina,9,Sumter
,Fieldcrest Drive,Southern Trace Comm. Area,N/A,SC,Sumter
SE 172ND,Fieldcrest Street,Marion - Unit 64,Calumet Grove,4,Marion
,Fieldstone Path,Sumter - Unit 199,Charlotte,9,Sumter
,Figueroa Street,Sumter - Unit 29,Santiago,2,Sumter
,Figwood Loop,Sumter - Unit 200,Dunedin,10,Sumter
,Fillmore Place,Sumter - Unit 707 (Allandale Villas),Duval,7,Sumter
,Filone Lane,Lake - Unit 106 (Jackson Villas),Pine Ridge,11,Lake
,Finesse Street,Sumter - Unit 950 (Paige Villas),Sanibel,9,Sumter
,Fink Street,Lake - Unit 30,Pine Hills,11,Lake
,Fir Street,Sumter - Unit 203,Dunedin,10,Sumter
,Firefly Court,Sumter - Unit 220,Hillsborough,10,Sumter
,Fireside Avenue,Sumter - Unit 940 (Atmore Villas),Gilchrist,9,Sumter
,Fish Camp Road,Sumter - Unit 657 (Lakeshore Cottages),Bridgeport @ Lake Shore Cottages,6,Sumter
,Fisher Avenue,Sumter - Unit 175,Sanibel,9,Sumter
,Five Forks Trail,Sumter - Unit 104,Tall Trees,6,Sumter
,Flagstone Terrace,Sumter - Unit 818 (Jacaranda Villas),Pennecamp,8,Sumter
,Flamingo Place,Sumter - Unit 802 (Edgewater Bungalows),Bridgeport @ Creekside Landing,6,Sumter
,Flanders Place,Sumter - Unit 70,Winifred,5,Sumter
,Flatwood Street,Sumter - Unit 826 (Southwood Villas),Tamarind Grove,8,Sumter
,Flaxmayer Road,VOSO - Unit 59,Citrus Grove,13,Sumter
,Flemings Place,Sumter - Unit 658 (Bailey Ridge Villas),Poinciana,5,Sumter
,Flemington Path,VOWL - Unit 84 (The Enclave at Dabney),Dabney,14,Lake
,Fletcher Lane,Sumter - Unit 138,Hemingway,7,Sumter
,Flint Loop,VOSO - Unit 42,Monarch Grove,12,Sumter
SE 76TH,Flintlock Terrace,Marion - Unit 61,Chatham,4,Marion
,Flintshire Avenue,Sumter - Unit 134,Hadley,7,Sumter
,Florahome Street,Sumter - Unit 218,Lake Deaton,10,Sumter
,Florahome Way,Sumter - Unit 236H,Lake Deaton,10,Sumter
,Florence Path,Sumter - Unit 97,Liberty Park,5,Sumter
,Flores Avenue,Lake - Unit 82 (Hacienda Villas),Del Mar,LL,Lake
,Flossmoor Court,Sumter - Unit 704 (Grovewood Villas),Hadley,7,Sumter
,Flowersville Place,Sumter - Unit 233,Lake Deaton,10,Sumter
,Flynn Circle,VOSO - Unit 40,Monarch Grove,12,Sumter
,Fockler Way,VOSO - Unit 29,Marsh Bend,12,Sumter
,Foggy Brook Loop,Sumter - Unit 150,St. Charles,8,Sumter
,Foley Trail,Sumter - Unit 641 (Heritage Villas),Bonnybrook,5,Sumter
,Foliage Lane,Sumter - Unit 817 (Hydrangea Villas),St. Charles,8,Sumter
,Folkstone Way,Sumter - Unit 172,Hemingway,7,Sumter
,Folly Beach Court,Sumter - Unit 101,Tall Trees,6,Sumter
,Folsum Place,Sumter - Unit 118,Sabal Chase,6,Sumter
,Fonseca Way,Sumter - Unit 26,Santo Domingo,2,Sumter
SE 170TH,Fontaine Street,Marion - Unit 51,Woodbury,4,Marion
,Fontana Court,Sumter - Unit 9,Hacienda,1,Sumter
SE 167TH,Ford Street,Marion - Unit 232 (Phillips Villas),Woodbury at Phillips,4,Marion
,Forest Acres Drive,Sumter - Unit 106,Virginia Trace,6,Sumter
,Forest Grove Run,Sumter - Unit 139,Hemingway,7,Sumter
,Forestbrook Way,Sumter - Unit 139,Hemingway,7,Sumter
,Formosa Terrace,Sumter - Unit 147,Duval,7,Sumter
SE 167TH,Forsyth Street,Marion - Unit 228 (Forsyth Villas),Briar Meadow,4,Marion
,Forsythe Terrace,Sumter - Unit 68,Summerhill,3,Sumter
,Fort Lawn Loop,Sumter - Unit 114,Caroline,6,Sumter
,Fort Mill Court,Sumter - Unit 111,Caroline,6,Sumter
,Fort Terrace,VOSO - Unit 718 (Keller Villas),McClure,12,Sumter
,Fortaleza Drive,Sumter - Unit 27,Santiago,2,Sumter
,Fortaleza Drive,Sumter - Unit 29,Santiago,2,Sumter
,Fortnier Street,VOWL - Unit 80 (Annette Villas),Dabney,14,Lake
,Fortuna Terrace,VOSO - Unit 729 (Marja Villas),Marsh Bend,12,Sumter
,Fosgate Place,Sumter - Unit 713 (Hillcrest Villas),Hadley,7,Sumter
,Foster Place,Sumter - Unit 127,Amelia,6,Sumter
,Fountain Inn Court,Sumter - Unit 139,Hemingway,7,Sumter
,Fountainhead Avenue,Sumter - Unit 222,Collier,10,Sumter
,Foushee Loop,VOSO - Unit 113 (Maxwell Villas),Richmond,13,Sumter
,Foust Place,VOSO - Unit 15,McClure,12,Sumter
,Fox Place,VOWL - Unit 73,Dabney,14,Lake
,Foxbridge Terrace,Sumter - Unit 135,Hadley,7,Sumter
,Foxfield Path,Sumter - Unit 79,Belvedere,5,Sumter
SE 84TH,Foxgrove Avenue,Marion - Unit 218 (Greenbriar Villas),Briar Meadow,4,Marion
,Foxwood Lane,Sumter - Unit 677 (Tanglewood Villas),Sabal Chase,6,Sumter
,Francesca Place,VOSO - Unit 88,Hawkins,13,Sumter
,Francis Loop,VOSO - Unit 28,Marsh Bend,12,Sumter
,Francisco Street,Sumter - Unit 690 (Villa De La Vista South),De La Vista,1,Sumter
,Franco Place,Sumter - Unit 16,Tierra Del Sol,1,Sumter
,Franklin Court,VOSO - Unit 90 (Alaura Villas),Hawkins,13,Sumter
,Fraser Court,VOSO - Unit 97 (Ruby Villas),St. Johns,13,Sumter
,Frazier Way,VOSO - Unit 88,Hawkins,13,Sumter
,Fredda Terrace,VOSO - Unit 130 (Haley Villas),DeLuna,13,Sumter
,Freddie Lane,VOSO - Unit 216 (Brody Villas),Moultrie Creek,15,Sumter
,Frederick Terrace,VOSO - Unit 46,Bradford,13,Sumter
SE 91ST,Freedom Court,Marion - Unit 214 (Fairlawn Villas),Springdale,4,Marion
,Freitag Avenue,VOSO - Unit 76 (Cason Villas),Cason Hammock,13,Sumter
,French Oak Avenue,Sumter - Unit 177,Sanibel,9,Sumter
,Friar Way,Sumter - Unit 211,Gilchrist,9,Sumter
,Fringe Tree Trail,Sumter - Unit 163,Buttonwood,8,Sumter
,Fritillary Terrace,VOF - Unit 615 (Longleaf Villas),Fenney,12,Sumter
,Fry Terrace,VOSO - Unit 727 (Lee Villas),Marsh Bend,12,Sumter
,Fudge Terrace,VOF - Unit 7,Desoto,12,Sumter
,Fuentez Avenue,Sumter - Unit 688 (Villa De La Vista North),De La Vista,1,Sumter
,Fulcrum Place,Sumter - Unit 968 (Whitney Villas),Dunedin,10,Sumter
,Fulton Terrace,VOSO - Unit 81 (Camdyn Villas),Hawkins,13,Sumter
,Furman Loop,Sumter - Unit 109,Virginia Trace,6,Sumter
,Fussell Way,VOF - Unit 5,Desoto,12,Sumter
,Fussell Way,VOF - Unit 6,Desoto,12,Sumter
,Gable Place,Sumter - Unit 215,Fernandina,9,Sumter
,Gabriele Place,Lake - Unit 27,Pine Ridge,11,Lake
,Gadsden Place,Sumter - Unit 94 (Sunset Ridge),Sunset Pointe,5,Sumter
,Gaffney Street,Sumter - Unit 665 (Stillwater Villas),Virginia Trace,6,Sumter
SE 169TH,Gage Street,Marion - Unit 233 (Soulliere Villas),Chatham at Soulliere,4,Marion
,Gagnon Terrace,VOSO - Unit 737 (Glenda Villas),Monarch Grove,12,Sumter
SE 174TH,Gaillard Place,Marion - Unit 61,Chatham,4,Marion
,Gaitanos Place,Sumter - Unit 22,Santo Domingo,2,Sumter
,Gaither Court,Sumter - Unit 135,Hadley,7,Sumter
,Galahad Terrace,Sumter - Unit 821 (Mangrove Villas),Pennecamp,8,Sumter
,Gale Lane,VOSO - Unit 130 (Haley Villas),DeLuna,13,Sumter
,Galesburg Court,Sumter - Unit 39,Glenbrook,3,Sumter
,Galindo Place,Sumter - Unit 26,Santo Domingo,2,Sumter
,Gallinule Court,VOF - Unit 615 (Longleaf Villas),Fenney,12,Sumter
,Galloway Drive,VOSO - Unit 96 (Levi Villas),St. Johns,13,Sumter
,Gammon Court,Sumter - Unit 814 (Fairwinds Villas),St. James,8,Sumter
,Gantt Street,Sumter - Unit 702 (Rosedale Villas),Duval,7,Sumter
,Garchinsky Avenue,VOSO - Unit 120,DeLuna,13,Sumter
,Garcia Court,Sumter - Unit 690 (Villa De La Vista South),De La Vista,1,Sumter
SE 172ND,Garden Street,Marion - Unit 215 (Ivystone Villas),Woodbury,4,Marion
,Gardena Court,Sumter - Unit 10,Rio Ranchero,1,Sumter
,Gardenia Lane,Lake - Unit 8,Country Club,LL,Lake
,Garner Path,VOWL - Unit 44,Newell,14,Lake
,Garner Path,VOWL - Unit 48,Newell,14,Lake
,Garnet Avenue,Sumter - Unit 942 (Amber Villas),Charlotte,9,Sumter
,Gartner Drive,District 15 Roadway,N/A,15,Sumter
,Gary Lane,VOWL - Unit 51,Newell,14,Lake
,Garza Place,Sumter - Unit 17,Tierra Del Sol,1,Sumter
,Gaskin Lane,Sumter - Unit 127,Amelia,6,Sumter
,Gasparilla Place,Sumter - Unit 164,Buttonwood,8,Sumter
,Gaston Loop,Sumter - Unit 90,Sunset Pointe,5,Sumter
,Gatehouse Terrace,Sumter - Unit 234,Lake Deaton,10,Sumter
,Gatlin Place,VOSO - Unit 86 (Hawkins Cottages East),Hawkins,13,Sumter
,Gatsby Lane,Sumter - Unit 133,Hadley,7,Sumter
,Gaucho Way,Sumter - Unit 27,Santiago,2,Sumter
,Gavanni Steet,VOWL - Unit 50 (Gavanni Villas),Newell,14,Lake
SE 91ST,Gaylark Avenue,Marion - Unit 214 (Fairlawn Villas),Springdale,4,Marion
,Gayle Mill Drive,Sumter - Unit 115,Mallory Square,6,Sumter
,Geddes Terrace,Sumter - Unit 651 (Collington Villas),Lynnhaven,5,Sumter
,Geiger Lane,VOWL - Unit 46 (Harper Villas),Newell,14,Lake
,Gennesse Lane,Sumter - Unit 68,Summerhill,3,Sumter
,Gentle Terrace,Sumter - Unit 204,Dunedin,10,Sumter
,Georgetown Avenue,Sumter - Unit 97,Liberty Park,5,Sumter
,Georgiana Terrace,Sumter - Unit 661 (Chesterfield Villas),Liberty Park,5,Sumter
,Gerardo Avenue,Sumter - Unit 21,Palo Alto,2,Sumter
,Gerber Lane,Sumter - Unit 143,Hemingway,7,Sumter
,Germakian Lane,VOSO - Unit 36,Monarch Grove,12,Sumter
,Gerry Andrews Place,VOSO - Unit 204 (Moultrie Creek Verandas West),Moultrie Creek,15,Sumter
,Gibbes Way,Sumter - Unit 662 (Edgefield Villas),Liberty Park,5,Sumter
,Gibson Avenue,VOF - Unit 621 (Live Oak Villas),Desoto,12,Sumter
,Gifford Court,Sumter - Unit 115,Mallory Square,6,Sumter
,Gilbert Place,Sumter - Unit 109,Virginia Trace,6,Sumter
,Gillespie Lane,VOSO - Unit 64 (Fussell Villas),St. Catherine,13,Sumter
,Gilmore Terrace,VOF - Unit 8,Fenney,12,Sumter
,Gilson Loop,VOSO - Unit 53 (St. Catherine Cottages),St. Catherine,13,Sumter
,Gina Place,VOWL - Unit 54 (Sadie Villas),Newell,14,Lake
,Gist Court,Sumter - Unit 100,Poinciana,5,Sumter
,Glade Run,Sumter - Unit 140,Bonita,7,Sumter
,Gladiolas Court,Sumter - Unit 819 (Juniper Villas),St. James,8,Sumter
,Glen Hollow Way,Sumter - Unit 679 (Glen Hollow Farms),N/A,SC,Sumter
SE 174TH,Glen Leven Loop,Marion - Unit 222 (Villas Of Sherwood),Chatham,4,Marion
,Glen Ridge Court,Sumter - Unit 180,Charlotte,9,Sumter
,Glenarden Path,Sumter - Unit 219,Hillsborough,10,Sumter
,Glencoe Court,Sumter - Unit 72,Bridgeport @ Lake Miona,5,Sumter
,Glenda Place,VOF - Unit 9 (Garden Verandas),Fenney,12,Sumter
,Glendale Lane,Sumter - Unit 178,Sanibel,9,Sumter
,Glenmont Court,Sumter - Unit 158,Pennecamp,8,Sumter
,Glenview Road,Glenview Golf & Country Club,N/A,3,Sumter
,Glenwood Place,Sumter - Unit 33,Glenbrook,3,Sumter
,Gloverville Terrace,Sumter - Unit 111,Caroline,6,Sumter
,Godinez Court,VOSO - Unit 46,Bradford,13,Sumter
,Godleski Lane,Sumter - Unit 966 (Antrim Dells),Collier @ Antrim Dells,10,Sumter
,Goedken Drive,Lake - Unit 39,Pine Hills,11,Lake
,Gold Place,VOSO - Unit 44,Chitty Chatty,13,Sumter
,Goldberg Street,VOSO - Unit 73 (Reese Villas),Citrus Grove,13,Sumter
,Golden Grove Drive,Sumter - Unit 119,Sabal Chase,6,Sumter
,Golden Ridge Drive,Sumter - Unit 95,Poinciana,5,Sumter
,Goldenrod Court,Sumter - Unit 803 (Altamonte Villas),Pennecamp,8,Sumter
,Golf Lane,Lake - Unit 9,Country Club,LL,Lake
,Goliath Place,Sumter - Unit 136,Bonita,7,Sumter
,Gomez Place,Sumter - Unit 31,Alhambra,2,Sumter
,Gonzales Place,Lake - Unit 18,Mira Mesa,LL,Lake
,Gonzalez Lane,VOSO - Unit 738 (James Villas),Monarch Grove,12,Sumter
,Good Hope Way,Sumter - Unit 641 (Heritage Villas),Bonnybrook,5,Sumter
,Gooding Place,Sumter - Unit 36,Polo Ridge,3,Sumter
,Goodman Court,VOSO - Unit 85 (Carley Villas),Hawkins,13,Sumter
,Goose Creek,Sumter - Unit 106,Virginia Trace,6,Sumter
,Gordon Path,VOSO - Unit 14,McClure,12,Sumter
,Gordon Path,VOSO - Unit 15,McClure,12,Sumter
,Gormsen Court,VOWL - Unit 71 (Annison Villas),Lake Denham,14,Lake
,Gough Place,VOSO - Unit 55,St. Catherine,13,Sumter
,Govan Place,Sumter - Unit 656 (Mount Pleasant Villas),Poinciana,5,Sumter
,Governor Drive,Governor Rick Scott Industrial Park,N/A,GRISP,Sumter
,Gracie Lane,VOSO - Unit 61 (Gracie Villas),Bradford,13,Sumter
,Grady Terrace,VOSO - Unit 135 (Grady Villas),DeLuna,13,Sumter
,Graham Court,VOF - Unit 6,Desoto,12,Sumter
,Granada Court,Lake - Unit 14,Del Mar,LL,Lake
SE 179TH,Granbury Street,Marion - Unit 214 (Fairlawn Villas),Springdale,4,Marion
,Grant Way,Sumter - Unit 80,Belvedere,5,Sumter
SE 92ND,Grantham Terrace,Marion - Unit 48,Springdale,4,Marion
,Granville Terrace,Sumter - Unit 807 (Bayport Villas),Buttonwood,8,Sumter
,Grapeland Street,Sumter - Unit 185,Labelle,10,Sumter
,Grapeland Street,Sumter - Unit 186,Labelle,10,Sumter
SE 177TH,Grassmere Street,Marion - Unit 46,Springdale,4,Marion
SE 177TH,Grassmere Street,Marion - Unit 53 (Royal Oak),Springdale,4,Marion
,Grasso Circle,VOSO - Unit 71,Citrus Grove,13,Sumter
,Grassy Point Avenue,Sumter - Unit 706 (Sandhill Villas),Duval,7,Sumter
,Gravel Court,Sumter - Unit 203,Dunedin,10,Sumter
,Graves Place,Sumter - Unit 162,Buttonwood,8,Sumter
,Gray Court,Sumter - Unit 673 (Newport Villas),Largo,6,Sumter
,Great Birch Terrace,Sumter - Unit 819 (Juniper Villas),St. James,8,Sumter
,Great Falls Drive,Sumter - Unit 139,Hemingway,7,Sumter
,Greeleyville Terrace,Sumter - Unit 673 (Newport Villas),Largo,6,Sumter
,Greenacres Terrace,Sumter - Unit 181,Charlotte,9,Sumter
,Greenhill Trail,Sumter - Unit 236 (Cherry Hill Villas),Belvedere,5,Sumter
,Greensboro Avenue,Sumter - Unit 75,Bonnybrook,5,Sumter
,Greenville Way,Sumter - Unit 97,Liberty Park,5,Sumter
,Greenwich Place,Sumter - Unit 199,Charlotte,9,Sumter
,Greer Lane,Sumter - Unit 90,Sunset Pointe,5,Sumter
,Greg Terrace,VOSO - Unit 742 (Ellie Villas),Chitty Chatty,13,Sumter
,Grenadier Way,Sumter - Unit 160,Tamarind Grove,8,Sumter
,Gresham Avenue,Sumter - Unit 707 (Allandale Villas),Duval,7,Sumter
,Grey Dove Lane,Sumter - Unit 820 (Kingfisher Villas),Pennecamp,8,Sumter
,Greyford Lane,Sumter - Unit 710 (Margaux Villas),Hemingway,7,Sumter
,Greyville Court,Sumter - Unit 645 (Belmont Villas),Belvedere,5,Sumter
,Greywood Lane,Sumter - Unit 206,Fernandina,9,Sumter
,Griffin Lane,VOSO - Unit 203 (Griffin Villas),Moultrie Creek,15,Sumter
SE 88TH,Grimball Avenue,Marion - Unit 44,Piedmont,4,Marion
,Grimes Court,VOSO - Unit 734 (Taylor Villas),Linden,12,Sumter
,Groesser Place,VOSO - Unit 738 (James Villas),Monarch Grove,12,Sumter
,Grouby Road,VOF - Unit 627 (Swallowtail Villas),Hammock at Fenney,12,Sumter
,Grove Terrace,Sumter - Unit 128,Amelia,6,Sumter
,Grovewood Place,Sumter - Unit 704 (Grovewood Villas),Hadley,7,Sumter
,Guadalupe Court,Sumter - Unit 4,Rio Ponderosa,1,Sumter
,Guarino Lane,VOSO - Unit 207,Moultrie Creek,15,Sumter
,Guarino Lane,VOSO - Unit 208 (Ashton Villas),Moultrie Creek,15,Sumter
,Guerard Avenue,Sumter - Unit 120,Sabal Chase,6,Sumter
,Guerra Avenue,Sumter - Unit 26,Santo Domingo,2,Sumter
,Guice Avenue,VOSO - Unit 96 (Levi Villas),St. Johns,13,Sumter
,Guido Avenue,Sumter - Unit 690 (Villa De La Vista South),De La Vista,1,Sumter
,Guillermina Loop,VOWL - Unit 63,Lake Denham,14,Lake
,Guilliams Court,VOSO - Unit 96 (Levi Villas),St. Johns,13,Sumter
,Gulati Court,Sumter - Unit 833 (Oxford Oaks),Oxford Oaks,Oxford Oaks,Sumter
,Gulfport Court,Sumter - Unit 943 (Bartow Villas),Pinellas,9,Sumter
,Gullberry Place,Sumter - Unit 211,Gilchrist,9,Sumter
,Gulley Lane,VOSO - Unit 116 (Elijah Villas),DeLuna,13,Sumter
,Gumwood Drive,Sumter - Unit 147,Duval,7,Sumter
,Gunner Terrace,VOWL - Unit 45 (Gunner Villas),Newell,14,Lake
,Gustavsen Road,VOSO - Unit 29,Marsh Bend,12,Sumter
,Gutierrez Place,Sumter - Unit 30,Santiago,2,Sumter
,Guy Terrace,VOSO - Unit 67 (Kayla Villas),Citrus Grove,13,Sumter
,Gypsy Court,Sumter - Unit 163,Buttonwood,8,Sumter
,Habersham Court,Sumter - Unit 954 (Marianna Villas),Collier,10,Sumter
,Hackberry Place,Sumter - Unit 209,Gilchrist,9,Sumter
,Hackney Place,Sumter - Unit 132,Hadley,7,Sumter
,Haddington Court,Sumter - Unit 822 (Montbrook Villas),Tamarind Grove,8,Sumter
,Hagemeyer Place,VOWL - Unit 83 (Dabney Verandas East),Dabney,14,Lake
,Hagood Loop,Sumter - Unit 100,Poinciana,5,Sumter
,Haislip Court,Sumter - Unit 214,Gilchrist,9,Sumter
,Haley Avenue,VOSO - Unit 130 (Haley Villas),DeLuna,13,Sumter
,Halifax Lane,VOSO - Unit 91 (Emma Villas),Hawkins,13,Sumter
,Hall Place,VOSO - Unit 40,Monarch Grove,12,Sumter
,Hallandale Lane,Sumter - Unit 815 (Hallandale Villas),St. Charles,8,Sumter
